c'était le sept août ô sombre destinée ,setEl@sEttuto|sCbR@dEstine,11
multipliait sans fin ses lustres de cristal ,myltiplijEsA|fe~selystR@d@kRistal,13
tout ne s'en va-t-il pas dans trop de liberté ,tun@szAvatpadA|tRod@libERte,11
oh  les tyrans d'en bas nuisent au roi d'en haut,oletiRAdtAba|nHiztoRwadtAo,11
quand l'indignation jusqu'au roi qu'on révère,kAle~dinjasjCZyskoRwakCRevER,13
faisait racine heureux laissait molière libre,f@zE2R2lesEmoljER@libR,13
le drame fier lion dans l'histoire son antre  ,l@dRam@fjeliCdAlistwaR@sCAtR,13
il suppliait qu'au moins on l'en crût un moment,ilsyplijEko|mwe~zClAkRyte~mOmA,13
les rois doivent songer dans ces jours orageux,leRwadwav@sCZe|dAseZuRzORaZ2,12
saint-cloud joyeux et vert autour du fier palais,se~cludZwaj2zevERt|otuRdyfjepalE,13
l'arc de triomphe orné de victoires d'airain,laRkd@tRijCfORned@viktwaR@dtERe~,13
château découronné  vallée expiatoire ,SatodekuRone|valeEkspjatwaR,13
et le bruit éloigné des révolutions ,el@bRHitelwanjedeRevOlysjC,13
on voit venir les faons qui foulent sous les chênes,Cvwav@niRlefA|kiful@suleSEn,12
fière église où priait le roi des temps antiques,fjEReglizupRijEl@RwadetAzAtik,13
veillaient multipliant l'éclair des hallebardes,vejE@myltiplijAleklERdeal@baRd,14
les vieilles aux pieds nus qui marchent dans les pierres,levjEj@zopjeny|kimaRS@dAlepjER,12
ô palais sois béni  sois bénie ô ruine ,opalEswabeni|swabeni@oRHin,13
sa façade et ses tours qui fascinent mes yeux ,safasadesetuR|kifasin@mezj2,12
ce beau pays d'azur que rêvent les chinois,s@bopeidtazyR|k@REv@leSinwa,12
l'âme de l'humble vierge a toute sa lumière,lam@d@le~bl@vjERZ|atut@salymjER,12
fille heureuse  autour d'elle ainsi qu'autour d'un temple,9R2zotuR|dt|Ele~sikotuRdte~tApl,13
quatre épingles au mur fixent napoléon,katRepe~gl@zomyR|fiks@napoleC,12
le bruit des lourds canons roulant vers austerlitz,l@bRHideluRkanCRulAvERzostERlitz,13
brille une croix d'honneur signe humble et triomphant,bRijyn@kRwadOn9R|sinje~bletRijCfA,13
puis la grande œuvre faite il leur disait  venez ,pHilagRAd@2vR@|fEtill9RdizEv@ne,13
ainsi seigneur vos mains couvrent cette demeure,e~sisEnj9Rvome~|kuvR@sEt@d@m9R,12
cette âme en vous priant pour ceux dont la nef sombre,sEtamAvupRijApuRs2dClanEfsCbR,13
par quelque vil passant dans cette ombre oublié ,paRkElk@vilpasA|dAsEtCbRublije,13
roman du dernier siècle  œuvre d'ignominie ,ROmAdydERnjesjEkl@2vR@dtinjOmini,13
chez l'homme en mission par le diable envoyé,SelOmAmisjC|paRl@djablAvwaje,13
laisse-toi conseiller par l'aiguille ouvrière,lEs@twakCseje|paRlegHijuvRijER,13
qui passent dans le vent qui tombent des nuées,kipas@dAl@vA@kitCb@denHe,13
qui montent vaguement des seuils silencieux,kimCt@vag@mA@des9jsilAsj2,13
te disent à la fois  sois pure sous les cieux ,t@diztalafwaswa|pyR@sulesj2,11
rangent leur barque au port leur vie à la sagesse,RAZ@l9RbaRkopOR|l9RvialasaZEs,12
s'épanchent la lumière et la splendeur des cieux,szepAS@lalymjER|elasplAd9Rdesj2,12
aux vierges l'innocence heureuse et noble étoile ,ovjERZ@l9R2zenObletwal,13
plonge dieu dans les cœurs et jette dans chaque âme,plCZ@dj2dAlek9Rz|eZEt@dASakam,12
ainsi sans bruit dans l'ombre ô songeur solitaire,e~sisAbRHidA|l|CbR@osCZ9RsOlitER,14
les pâtres maintenant dorment dans les ravines ,lepatR@me~t@nA|dORm@dAleRavin,12
feront en l'entr'ouvrant sortir les visions,f@RCtAlAntrsORtiR|levizjC,10
