les rois doivent songer dans ces jours orageux,leRwadwav@sCZe|dAseZuRzORaZ2.,12
on voit venir les faons qui foulent sous les chênes,Cvwav@niRlefA|kiful@suleSEn.,12
les vieilles aux pieds nus qui marchent dans les pierres,levjEj@zopjeny|kimaRS@dAlepjER.,12
sa façade et ses tours qui fascinent mes yeux ,safasadesetuR|kifasin@mezj2.,12
ce beau pays d'azur que rêvent les chinois,s@bopeidtazyR|k@REv@leSinwa.,12
l'âme de l'humble vierge a toute sa lumière,lam@d@le~bl@vjERZ|atut@salymjER.,12
quatre épingles au mur fixent napoléon,katRepe~gl@zomyR|fiks@napoleC.,12
ainsi seigneur vos mains couvrent cette demeure,e~sisEnj9Rvome~|kuvR@sEt@d@m9R.,12
rangent leur barque au port leur vie à la sagesse,RAZ@l9RbaRkopOR|l9RvialasaZEs.,12
s'épanchent la lumière et la splendeur des cieux,szepAS@lalymjER|elasplAd9Rdesj2.,12
plonge dieu dans les cœurs et jette dans chaque âme,plCZ@dj2dAlek9Rz|eZEt@dASakam.,12
les pâtres maintenant dorment dans les ravines ,lepatR@me~t@nA|dORm@dAleRavin.,12
les prés  les ruisseaux purs qui lavent le gazon ,lepReleRHisopyR|kilav@l@gazC.,12
pourquoi l'ombre et la paix qui tombent des rameaux ,puRkwalCbRelapE|kitCb@deRamo.,12
seigneur  et sur nos fronts d'où rayonnent nos yeux,sEnj9ResyRnofRC|dt|uREjOn@nozj2.,12
vers les conseils divins qui flottent dans les cieux,vERlekCsEjdive~|kiflOt@dAlesj2.,12
pour que le peuple foule où dorment tant de sèves,puRk@l@p9pl@ful|udORm@tAd@sEv.,12
et que l'arbre et la fleur commentent l'évangile ,ek@laRbRelafl9R|kOmAt@levAZil.,12
ni l'âme ce rayon fait de lumière pure,nilam@s@REjC|fEd@lymjER@pyR.,12
reprenez votre monde ou donnez-leur une âme ,R@pR@nevOtR@mCd|udOnel9Rynam.,12
les rires éclatants qui montent du village,leRiR@zeklatA|kimCt@dyvilaZ.,12
qui souillent les doigts blancs de vos belles duchesses ,kisuj@ledwablA|d@vobEl@dySEs.,12
et qu'enfin  et c'est là d'où viennent vos richesses ,ekAfe~esEla|dt|uvjEn@voRiSEs.,12
le jour laissent marcher le bouvier dans leurs seigles,l@ZuRlEs@maRSe|l@buvjedAl9RsEgl.,12
et reçoivent la nuit la visite des aigles ,eR@swav@lanHi|lavizit@dezEgl.,12
vivez content  dès l'aube en vos secrets chemins,vivekCt@dElob|Avos@kRES@me~.,12
vous éclairant votre âme aux antiques clartés,vuzeklERAvOtRam|ozAtik@klaRte.,12
dans plus d'une âme on voit deux choses à la fois,dAplydtynamCvwa|d2Soz@zalafwa.,12
où des reptiles noirs fourmillent vaguement,udeREptil@nwaR|fuRmij@vag@mA.,12
car la jeune âme enfuie hélas  de sa maison,kaRlaZ9namAfHielasd@samEzC.,12
froids cachots corridors où rayonnent des lampes,fRwakaSokORidORz|uREjOn@delAp.,12
les ombres des arceaux se croisent tristement ,lezCbR@dezaRso|s@kRwaz@tRist@mA.,12
qui fouillent vis de pierre un souterrain sans fond ,kifuj@visd@pjER|e~suteRe~sAfC.,12
d'autres montent là-haut et crèvent le plafond,dtotR@mCt@laot|ekREv@l@plafC.,12
sent vivre et remuer l'édifice hideux ,sA@vivReR@mHeledifisid2.,12
ils savent que je suis l'homme des solitudes,ilsav@k@Z@sHi|l|Om@desOlityd.,12
ils savent l'attitude attentive et penchée,ilsav@latityd|atAtivepASe.,12
ils m'entendent marcher sur la feuille séchée ,ilmAtAd@maRSe|syRlaf9j@seSe.,12
ils comprennent ma voix sur le monde épanchée,ilkCpREn@mavwa|syRl@mCdepASe.,12
les hymnes de la lyre en mon âme cachée,leimn@d@laliR|AmCam@kaSe.,12
mort c'est la vérité qu'à votre âme il dévoile,mORsElaveRite|k|avOtRamildevwal.,12
car de votre âge heureux qu'un pédant embarrasse,kaRd@vOtRaZ2R2|k|e~pedAtAbaRas.,12
âme par le destin non par les livres faite,am@paRl@dEste~|nCpaRlelivR@fEt.,12
qui troublent quelquefois la femme la plus forte,kitRubl@kElk@fwa|lafam@laplyfORt.,12
le cloître du couvent brisé mais doux encor,l@klwatR@dykuv@|bRizemEduzAkor.,12
se mirent dans la mare ou se cachent dans l'herbe,s@miR@dAlamaR|us@kaS@dAlERb.,12
et lui dirent tout bas   laisse-nous cet enfant  ,elHidiR@tuba|lEs@nusEttAfA.,12
un âme pur foyer de secrètes faveurs,e~am@pyRfwaje|d@s@kREt@fav9R.,12
confia ma jeune âme à leurs douces leçons,kCfjamaZ9nam|al9Rdus@l@sC.,12
entendent les conseils de toute la nature ,AtAd@lekCsEj|d@tut@lanatyR.,12
dans un siècle de haine âge impie et moqueur,dAze~sjEkl@d@En|aZe~piemOk9R.,12
les énormes frontons apparaissent dans l'ombre ,lezenORm@fRCtCz|apaREs@dAlCbR.,12
c'est là ce qui se passe en ta grande âme émue,sElas@kis@pas|AtagRAdamemy.,12
étoilent dans sa nuit votre drap mortuaire,etwal@dAsanHi|vOtR@dRamORtHER.,12
et des hauts panthéons vous ouvrent les chemins ,edeopAteC|vuzuvR@leS@me~.,12
ces fantômes sereins marchent dans ton esprit,sefAtom@s@Re~|maRS@dAtCEspRi.,12
des sombres passions qui rongent tant d'esprits,desCbR@pasjC|kiRCZ@tAdtEspRi.,12
que si les marchands vils n'entrent pas dans le temple,k@silemaRSAvil|n|AtR@padAl@tApl.,12
n'entrent pas dans le cœur de l'artiste sacré,nAtR@padAl@k9r|d@laRtist@sakRe.,12
un rayon de soleil dans ton âme secrète ,e~REjCd@sOlEj|dAtCam@s@kREt.,12
ton cœur vers les enfants ton âme vers les morts ,tCk9rvERlezAfA|tCam@vERlemOR.,12
 oui c'est dans cette place où notre âge inquiet,wisEdAsEt@plas|unOtRaZe~kjE.,12
car l'âme d'une fleur parle au cœur d'une femme,kaRlam@dtyn@fl9R|paRlok9rdtyn@fam.,12
la corolle ait une âme et la femme un parfum,lakOROlEtynam|elafame~paRfe~.,12
la nature semblait n'avoir qu'une âme aimante,lanatyR@sAblE|n|avwaRkynamEmAt.,12
dans des fossés la nuit ils dorment bien souvent,dAdefoselanHit|ildORm@bje~suvA.,12
ils errent le petit sous sa pâleur malsaine,ilzER@l@p@ti|susapal9RmalsEn.,12
ange inquiet quels pleurs mouillent vos yeux si doux ,AZe~kjEkElpl9R|muj@vozj2sidu.,12
veut tirer de vos yeux un regard de votre âme,v2tiRed@vozj2z|e~R@gaRd@vOtRam.,12
semble l'âme de tout qui va sur chaque chose,sAbl@lam@d@tu|kivasyRSak@Soz.,12
s'envolent un moment sur leurs ailes blessées,szAvOlte~mOmA@|syRl9RzEl@blese.,12
par les petits enfants qui sautent le fossé ,paRlep@tizAfA|kisot@l@fose.,12
 on a pavé la route âpre et mal aplanie,CapavelaRut|apRemalaplani.,12
les grands chars gémissants qui reviennent le soir,legRASaRZemisA|kiR@vjEn@l@swaR.,12
voir nos ombres flotter où marchèrent nos pas,vwaRnozCbR@flOte|umaRSER@nopa.,12
et dit à la vallée où s'imprima notre âme,editalavale|usze~pRimanOtRam.,12
où gisent ses vertus et ses illusions ,uZiz@sevERtyz|esezilyzjC.,12
 quand notre âme en rêvant descend dans nos entrailles,kAnOtRamARevA|desAdAnozAtRaj.,12
se tiennent par la main et chantent tour à tour,s@tjEn@paRlame~|eSAt@tuRatuR.,12
les sons étincelants s'éteignent dispersés,lesCzete~s@lA|sz|etEnj@dispERse.,12
comme l'âme s'émeut  comme les cœurs écoutent ,kOm@lam@szem2|kOm@lek9Rzekut.,12
car ainsi qu'un grand fleuve où boivent les humains,kaRe~sike~gRAfl9v|ubwav@leyme~.,12
prit-il cette âme immense et jusqu'aux bords remplie ,pRitilsEtamimAs|eZyskobORRApli.,12
ne crains pas la science âpre sentier de feu,n@kRe~palasjAs|apR@sAtjed@f2.,12
bordent des deux côtés de leur buisson fleuri,bORd@ded2kote|d@l9RbHisCfl9Ri.,12
le champ doré par l'aube où causent les avoines,l@SAdORepaRlob|ukoz@lezavwan.,12
quand il s'en revenait content grave et muet,kAtilszAR@v@nE|kCt@gRavemHE.,12
une âpre nuit d'hiver sans étoile et sans lune,ynapR@nHidivER|sAzetwalesAlyn.,12
condamnent pour jamais contents qu'on les admire,kCdan@puRZamE|kCtAkClezadmiR.,12
ils ne s'envolaient point  ou s'ils fuyaient aux bois,iln@szAvOlE@|pwe~tuszilfHjEtobwa.,12
et vous dont l'âme brille en tout ce que vous dites,evudClam@bRij|Atus@k@vudit.,12
exaspèrent l'enfant  mais comme en une église,EgzaspER@lAfA|mEkOmAynegliz.,12
ils tiennent quelques-uns de caïn et tous d'ève,iltjEn@kElk@ze~|d@caje~etusdtEv.,12
qui vivent dans les pleurs comme l'algue dans l'eau ,kiviv@dAlepl9R|kOm@lalg@dAlo.,12
secret de toute chose entrevu par toute âme ,s@kREd@tut@Soz|AtR@vypaRtutam.,12
unique dieu  vrai dieu  seul mystère  seule âme ,ynik@dj2vREdj2|s9lmistER@s9lam.,12
composent leur sagesse avec trop peu de choses,kCpoz@l9RsaZEs|avEktRop2d@Soz.,12
j'appelais cette vie être content de peu ,Zap@lEsEt@vi|EtR@kCt@d@p2.,12
l'âme sans fond tient-elle aux étoiles sans nombre ,lam@sAfCtje~tEl|ozetwal@sAnCbR.,12
des anges frissonnants qui glissent dans l'azur,dezAZ@fRisOnA|kiglis@dAlazyR.,12
les morts ne souffrent plus ils sont heureux  j'envie,lemORn@sufR@plyz|ilsC2R2ZAvi.,12
les morts gisent couchés sous nos pieds dans la terre,lemORZiz@kuSe|sunopjedAlatER.,12
comme à travers un rêve ils entendent nos voix  ,kOmatRavERze~REv|ilzAtAd@novwa.,12
l'âme de deuils en deuils l'homme de rive en rive,lam@d@d9jzAd9j|l|Om@d@RivARiv.,12
nuit où montent les bons où tombent les méchants,nHitumCt@lebCz|utCb@lemeSA.,12
qu'une âme ainsi frappée à se plaindre est sujette,kyname~sifRape|as@ple~dREsyZEt.,12
il nous est malaisé de retirer notre âme,ilnuzEmaleze|d@R@tiRenOtRam.,12
fait le jour dans notre âme et dans notre maison,fEl@ZuRdAnOtRam|edAnOtR@mEzC.,12
les peuples éperdus semblaient sous la faulx sombre,lep9pl@zepERdy|sAblE@sulasCbR.,12
la pauvre âme a souri dans l'angoisse en sentant,lapovRamasuRi|dAlAgwasAsAtA.,12
volez loin de ce monde âpre hiver sans clarté,vOlelwe~d@s@mCd|apRivERsAklaRte.,12
quoique les vieux abus n'eussent rien qui vous blesse,kwak@levj2zaby|n|ys@Rje~kivublEs.,12
et des hommes hagards ne voyaient qu'une meute ,edeOmagaRn@|vwajE@kyn@m2t.,12
la seconde âme en nous se greffe à la première ,las@gCdamAnu|s@gREfalapR@mjER.,12
les faux amis ces nœuds qui deviennent couleuvres ,lefozamisen9|kid@vjEn@kul9vR.,12
remuant tous les morts qui gisent sous la pierre,R@mHAtuslemOR|kiZiz@sulapjER.,12
les révolutions qui viennent tout venger,leRevOlysjC|kivjEn@tuvAZe.,12
sortent du gouffre  un cri s'entend sur les hauteurs ,sORt@dygufRe~kRi|sz|AtAsyRleot9R.,12
les mondes sociaux heurtent leurs équateurs ,lemCd@sOsjo|9Rt@l9Rzekwat9R.,12
les siècles devant eux poussent désespérées,lesjEkl@d@vAt2|pus@dezEspeRe.,12
mes pieds ces renégats quittent mes vieilles bottes ,mepjeseR@nega|kit@mevjEj@bOt.,12
m'assaillent  je tiens tête et sans compter leur nombre,masaj@Z@tje~tEt|esAkCtel9RnCbR.,12
chaque flot est une âme  et tout fuit rien ne brille,Sak@flotEtynam|etufHiRje~n@bRij.,12
où l'on ne voit qu'espace âpre et silencieux,ulCn@vwakEspas|apResilAsj2.,12
ces désolations vous aiment  ces horreurs,sedezOlasjC|vuzEm@seOR9R.,12
tirent sans fin le soc monstrueux des nuages,tiR@sAfe~l@sOk|mCstRy2denHaZ.,12
vous aiment  ces exils sont joyeux de vous voir ,vuzEm@sezEgzil|sCZwaj2d@vuvwaR.,12
âmes et que les champs vous rendent vos parfums,am@zek@leSA|vuRAd@vopaRfe~.,12
tes volumes exquis m'arrivent blancs oiseaux,tevOlym@zEkski|m|aRiv@blAzwazo.,12
m'apportant le rameau qu'apportent les colombes,mapORtAl@Ramo|k|apORt@lekOlCb.,12
avec les trois enfants qui nous restent trésor,avEkletRwazAfA|kinuREst@tRezOR.,12
la bercent dans leurs bras au milieu des louanges,labERs@dAl9RbRaz|omilj2delwAZ.,12
car nos mains gardent mal tout ce qui nous est cher ,kaRnome~gaRd@mal|tus@kinuzESER.,12
et la nuit augmentait sur mon âme ravie,elanHitOgmAtE|syRmCam@Ravi.,12
sortent des vents des flots des barques des rameurs ,sORt@devAdeflo|debaRk@deRam9R.,12
beauté de l'âme humaine et de l'âme divine,boted@lamymEn|ed@lam@divin.,12
l'astre sacré que voit l'âme sainte prunelle,lastR@sakRek@vwa|l|am@se~t@pRynEl.,12
ses sœurs sont au logis et filent leur quenouille ,ses2RsCtolOZiz|efil@l9Rk@nuj.,12
chèvres brebis béliers paissent  quand sombre esprit,SEvR@bR@bibelje|pEs@kAsCbREspRi.,12
je passe  enfant troupeau s'effacent dans la brume ,Z@pasAfAtRupo|sz|efas@dAlabRym.,12
ton âme bleue était presque mêlée au ciel ,tCam@bl2etE|pREsk@meleosjEl.,12
prisonnière au plus noir de son âme profonde,pRizOnjERoplynwaR|d@sCam@pROfCd.,12
parmi les visions qui flottent comme l'onde,paRmilevizjC|kiflOt@kOm@lCd.,12
des sombres passions feuillettent le registre,desCbR@pasjC|f9jEt@l@R@ZistR.,12
 il est content de moi je suis content de lui,ilEkCt@d@mwa|Z@sHikCt@d@lHi.,12
ils plongent dans les mers  je plonge dans les plaies,ilplCZ@dAlemER|Z@plCZ@dAleplE.,12
content s'ils ont la perle et si j'ai la sagesse,kCt@szilzClapERl|esiZelasaZEs.,12
et faire à sa pensée une âpre nourriture,efERasapAse|ynapR@nuRityR.,12
l'âme vers la lumière éclatante et dorée,lam@vERlalymjER|eklatAtedORe.,12
et tandis que ses yeux hagards pleurent du sang,etAdik@sezj2|agaRpl9R@dysA.,12
qui vous dressent parmi leurs brumes et leurs voiles,kivudREs@paRmi|l9RbRym@zel9Rvwal.,12
quand des groupes en pleurs baisent vos traces fières,kAdegRup@zApl9R|bEz@votRas@fjER.,12
sortent de quelque forge inouïe et géante,sORt@d@kElk@fORZ|inwieZeAt.,12
et le berce  l'esclave étant une âme est libre,el@bERs@lEsklav|etAtynamElibR.,12
accablés comme ceux qui portent des fardeaux,akablekOm@s2|kipORt@defaRdo.,12
froids livides hagards ils regardaient courbés,fRwalividagaRzil|R@gaRdE@kuRbe.,12
les vivants orageux passent dans les rumeurs,levivAzORaZ2|pas@dAleRym9R.,12
les morts ne marchant plus dressent leurs pieds funèbres ,lemORn@maRSAply|dREs@l9RpjefynEbR.,12
les feuilles sèches vont et roulent sous les cieux,lef9j@sES@vCt|eRul@sulesj2.,12
j'ai vu l'ombre infinie où se perdent les nombres,ZevylCbRe~fini|us@pERd@lenCbR.,12
j'affirme même à ceux qui vivent dans les bois,ZafiRm@mEmas2|kiviv@dAlebwa.,12
toutes nos actions ne valent pas la rose,tut@nozaksjC|n@val@palaRoz.,12
juste excellent pur sage et grand là-haut est l'homme,ZystEksEl@pyRsaZ|egRAlaotElOm.,12
et les choses sur qui tombent mes strophes rendent,eleSoz@syRki|tCb@mestROf@RAd.,12
habite âpre songeur la rêverie obscure,abitapR@sCZ9R|laREv@RiOpskyR.,12
l'homme sent à la fois âme pure et chair sombre,lOm@sAtalafwaz|am@pyReSERsCbR.,12
pour eux l'âme naufrage avec le corps qui sombre,puR2lam@nofRaZ|avEkl@kORkisCbR.,12
ces fous répondent  non  et si le chêne insiste,sefuRepCd@nC|esil@SEne~sist.,12
des pierres par endroits percent la terre fraîche ,depjER@paRAdRwa|pERs@latER@fRES.,12
elles semblent s'ouvrir ainsi que des paupières,El@sAbl@szuvRiR|e~sik@depopjER.,12
ce dur silex noyé dans la terre âpre fruste,s@dyRsilEksnwaje|dAlatERapR@fRyst.,12
les pâles nations regardent dans le gouffre,lepal@nasjC|R@gaRd@dAl@gufR.,12
rendez à tous l'azur donnez au tigre une âme,RAdeatuslazyR|dOneotigRynam.,12
volant sous tous les cieux comparent les abîmes,vOlAsutuslesj2|kCpaR@lezabim.,12
vous ne puiserez rien les morts tombent la fosse,vun@pHiz@ReRje~|lemORtCb@lafos.,12
les voit descendre avec leur âme juste ou fausse,levwadesAdRavEk|l9Ram@Zystufos.,12
et couvre de ces yeux que t'offrent les squelettes,ekuvR@d@sezj2|k@ttOfR@lesk@lEt.,12
et qu'en ton sein profond d'où se lèvent les gerbes,ekAtCse~pROfC|dt|us@lEv@leZERb.,12
se sentent frissonner dans toutes ces corolles,s@sAt@fRisOne|dAtut@sekOROl.,12
n'attendent même pas que la fosse soit pleine,natAd@mEm@pa|k@lafos@swaplEn.,12
ce qu'ils disaient hier le savent-ils eux-mêmes ,s@kiljERl@savtilz2mEm.,12
des choses que dieu pousse et qui courent si vite,deSoz@k@dj2pus|ekikuR@sivit.,12
voyez ces longs fusils qui suivent le rivage ,vwajeselCfyzi|kisHiv@l@RivaZ.,12
tous tombent  l'un au bout d'une course insensée,tustCb@le~obu|dt|yn@kuRse~sAse.,12
les morts partent la nuit de sa verge les touche,lemORpaRt@lanHi|d@savERZ@letuS.,12
qui roulent frémissants et pâles vers l'immense,kiRul@fRemisAz|epal@vERlimAs.,12
rire avec l'infini pauvre âme aventurière,RiRavEkle~fini|povRamavAtyRjER.,12
l'aigle obéit des cieux ils franchirent les portes ,lEglObeidesj2z|ilfRASiR@lepORt.,12
ne peuvent pas savoir ce qu'était ce regard,n@p9v@pasavwaR|s@ketEs@R@gaR.,12
âme qui n'a dormi que dans le lit de dieu ,am@kinadORmi|k@dAl@lid@dj2.,12
ils ne dédaignent pas notre soleil obscur,iln@dedEnj@pa|nOtR@sOlEjOpskyR.,12
